id,txnrefid,custno,acctno,channelcode,overallqual,grlivarea,garagecars,ageofhouse,saleprice
1506,8b534541-8bd2-4b60-8cac-2e4c2204c133,12341163,45671071,LOAN,8,1911,2,27,215000
1507,5b881e17-3f60-4eb1-b961-fe25dbecbeeb,12341008,45671670,LOAN,6,1218,2,11,208300
1508,ba18d8bd-3db5-45ce-9db3-96e3cd99d48d,12341021,45671726,LOAN,7,1378,2,92,161000
1509,532da037-5673-450f-bcee-fa96d69d5e8b,12341234,45671840,LOAN,5,1041,1,61,124500
1510,6c310752-f881-4d37-81d0-233175fdfe54,12341075,45671230,LOAN,5,1363,1,69,164900
1511,85924e91-c6b1-4a94-b217-24ba6d35dc54,12341207,45671298,LOAN,7,1368,2,15,202665
1512,ad391981-396d-46c2-9de6-b5cc22138653,12341201,45671706,LOAN,5,864,2,62,129900
1513,3c4e0e6f-44f4-4baf-a1ae-641be3c4af17,12341189,45671300,LOAN,6,1080,2,37,134000
1514,c57c88c3-0f3a-491b-b80d-e96dc984a6d8,12341103,45671156,LOAN,5,789,1,94,96500
1515,c7adf9d5-f8ac-4752-9a65-659ff54976b3,12341196,45671184,LOAN,10,2020,3,11,402861
1516,c9577945-0570-43be-9516-9cf8effd02a5,12341124,45671302,LOAN,6,2119,2,48,158000
1517,8f500b45-5ad0-4d25-8553-ff7dbf6cd4c0,12341114,45671757,LOAN,7,2344,3,24,265000
1518,ed3ab798-f722-46d1-a4b7-e740de4fe792,12341037,45671019,LOAN,6,1796,2,22,211000
1519,674e4c75-cb5f-4ab1-aa0b-0b068ad2e3ed,12341002,45671116,LOAN,7,2080,1,94,234000
1520,73b37f1c-c301-4396-9214-f4cf20d97a10,12341144,45671639,LOAN,4,1294,0,120,106250
1521,f57ff2ff-fb90-46b2-992c-077e685ab5af,12341236,45671083,LOAN,6,1244,1,63,150000
1522,43d4b150-9730-4017-9e85-e88b9faab332,12341132,45671622,LOAN,6,1664,2,73,159000
1523,cc68d630-3d08-4a75-be38-561fa584b19c,12341236,45671613,LOAN,10,4676,3,13,184750
1524,e33eb750-46b4-4f6e-8dd3-d787fc8f5402,12341243,45671837,LOAN,7,2398,3,24,315750
1525,ee5af58e-b9a9-4113-983d-d1c6661529bf,12341019,45671705,LOAN,7,1266,2,15,176000
1526,8089aa37-bd16-4deb-a3e6-e28949921c79,12341046,45671836,LOAN,5,928,1,64,132000
1527,5c336ac5-8058-4b73-970e-dfa3fc8fe13a,12341184,45671220,LOAN,9,2713,3,12,446261
1528,a4c6e1e8-d5bc-41e3-964c-5134c77e027c,12341012,45671558,LOAN,4,605,0,100,86000
1529,e4646ffa-a80e-4cb7-a4e3-41969ef12cfb,12341230,45671405,LOAN,6,2515,2,63,200624
1530,d7f273ed-73da-4f92-ab44-d67763f71ee6,12341111,45671466,LOAN,6,1509,2,32,175000
1531,4d185b86-5b05-4c19-9964-e9e638ce204b,12341097,45671339,LOAN,6,1362,2,100,128000
1532,a9a5fa68-f9c1-4d55-8109-982f5c3e08c6,12341208,45671174,LOAN,5,827,1,65,107500
1533,4fdbb73b-7b18-4dbb-beaa-db37abae4fde,12341002,45671877,LOAN,1,334,0,74,39300
1534,e6f04a4e-3f22-4853-9159-ac150bfd1838,12341148,45671487,LOAN,8,1414,2,16,178000
1535,32895c57-73b9-4d3b-9cbc-9321063786c3,12341161,45671430,LOAN,5,1347,0,110,107500
1536,19b778f4-b211-4639-9c6d-6b54185bec32,12341110,45671585,LOAN,7,1724,2,22,188000
1537,c411d008-98d4-435a-a572-75164f05d0bd,12341158,45671483,LOAN,4,864,2,48,111250
1538,6b201a7c-c014-471d-8c24-2f00f6bc47e1,12341181,45671091,LOAN,5,1159,1,52,158000
1539,95676d0d-ab05-40dc-9504-241d8ea74083,12341186,45671845,LOAN,8,1601,2,19,272000
1540,f01d00e0-09cc-4a7b-bcce-03ed012b1d5e,12341223,45671011,LOAN,9,1838,3,14,315000
1541,180df42a-a2d0-40b5-9eb1-aaaab7590da2,12341047,45671998,LOAN,8,2285,3,20,248000
1542,ee7ebd67-a6a0-4d0a-8100-dbe5d296564e,12341233,45671397,LOAN,7,1680,2,22,213250
1543,f40eb8eb-7a30-48ee-8e05-6336998ee251,12341039,45671430,LOAN,7,767,1,22,133000
1544,f6751f0c-beb5-4444-bf05-443bf2652426,12341196,45671268,LOAN,7,1496,2,14,179665
1545,500ebaa2-ef62-45c5-843e-22225919b6cc,12341166,45671893,LOAN,7,2183,3,32,229000
1546,fb1a8a64-4d55-4a16-8427-31bfc94373b2,12341219,45671715,LOAN,6,1635,2,97,210000
1547,13973747-1ca3-43e4-9c34-3543295d64e8,12341111,45671288,LOAN,5,768,2,50,129500
1548,584f4c87-e388-4fb3-8d20-2a7145373a48,12341175,45671199,LOAN,5,825,2,65,125000
1549,ed263144-202f-4974-b771-53ad791364ec,12341245,45671484,LOAN,7,2094,2,17,263000
1550,06b38fa7-c312-4c39-940e-4c109014c68e,12341204,45671370,LOAN,6,1069,2,43,140000
1551,e1a1ee01-71cb-4d8d-afcf-5339ed0489fc,12341154,45671905,LOAN,5,928,1,63,112500
1552,2e60f581-2f56-41aa-ba1c-9364ab9ceabc,12341128,45671959,LOAN,8,1717,3,14,255500
1553,131c8f7f-b22d-4394-bd06-c47213ab488b,12341133,45671730,LOAN,4,1126,2,71,108000
1554,0a38a522-3b46-4ad6-8e2f-57fd0fcfc7bb,12341068,45671417,LOAN,7,2046,3,17,284000
1555,88e33853-0029-48da-b99f-a5fe8e5acf2f,12341188,45671447,LOAN,5,1048,1,98,113000
1556,9762a326-ddc1-44cf-82f3-1fea76d67d15,12341214,45671568,LOAN,5,1092,1,63,141000
1557,cd4838bb-adab-4154-afc3-533221978cf9,12341223,45671803,LOAN,4,1336,1,100,108000
1558,aa2e6a62-5720-42de-bba2-8afda0364057,12341203,45671945,LOAN,7,1446,2,24,175000
1559,ad2f22c9-8bf7-46a7-8197-88d33da9d94c,12341118,45671591,LOAN,7,1557,2,17,234000
1560,f52c02cf-b4f0-43af-a930-f682eedecd8f,12341044,45671647,LOAN,5,1392,2,63,121500
1561,79ba27ef-b248-4b24-883c-c079dd71b590,12341076,45671353,LOAN,5,1389,2,46,170000
1562,14d70a98-7e91-416d-b035-d0d76d080abf,12341226,45671161,LOAN,5,996,0,80,108000
1563,ec194e4d-6841-4b21-8c95-c9457c066bc1,12341004,45671448,LOAN,6,1674,2,102,185000
1564,5a94094d-4ceb-4d62-af9a-f3cc9089c174,12341148,45671136,LOAN,7,2295,2,28,268000
1565,d8641342-8b6b-496d-af2a-e1411a9f0aea,12341138,45671016,LOAN,6,1647,1,105,128000
1566,41980c6e-2ce0-406c-a6f6-349d5d42e0ef,12341052,45671599,LOAN,9,2504,3,15,325000
1567,3f3a99af-2e0f-44db-bd17-d5cfd617686b,12341124,45671901,LOAN,7,1535,2,16,214000
1568,39e5af0d-7669-40f1-9b7e-7ef25bf0b9df,12341171,45671329,LOAN,8,2132,2,37,316600
1569,b2f65835-c120-4ea7-925e-9a653b0d2f9f,12341196,45671040,LOAN,5,943,2,41,135960
1570,b6a843cd-3997-4b71-85c6-f515f51ba7b4,12341083,45671926,LOAN,5,1728,2,55,142600
1571,3f39650a-aa94-4e2e-84bb-1e3db5330a94,12341041,45671855,LOAN,6,864,1,61,120000
1572,49bad4ee-2683-4919-9b01-2d5fb76bd6e8,12341065,45671521,LOAN,7,1692,2,11,224500
1573,500396c1-24ff-4686-8743-886086d6c3f2,12341044,45671252,LOAN,7,1430,2,20,170000
1574,8678263a-7314-4db6-917f-249d7816b2e1,12341180,45671200,LOAN,5,1109,1,49,139000
1575,d80ee5bc-c394-4fe7-b373-4022759ae7b4,12341054,45671127,LOAN,5,1216,1,73,118500
1576,803ba5eb-0c0b-4718-919c-7ac3c7dc13d3,12341043,45671229,LOAN,7,1477,1,92,145000
1577,0278caff-2a1a-4b13-94a2-003ae66defcd,12341112,45671496,LOAN,5,1320,2,54,164500
1578,f7ea95f4-292f-45de-9ebb-559c018de3e3,12341057,45671682,LOAN,7,1392,2,13,146000
1579,9644855c-189b-4b96-a301-5ae10dd99d1f,12341018,45671020,LOAN,5,1795,1,66,131500
1580,24b3e3a5-b685-459c-bfb6-acfbc8310aa8,12341076,45671631,LOAN,6,1429,2,60,181900
1581,24a77c32-7e36-4b47-a388-e11213550ac9,12341183,45671716,LOAN,8,2042,3,12,253293
1582,4a9f5de3-4675-4d8a-a98c-4b91a7319f10,12341142,45671188,LOAN,6,816,0,30,118500
1583,ee39f7f3-aa37-4cc3-8b5d-537c29d2caa3,12341177,45671221,LOAN,10,2775,2,127,325000
1584,23d71b25-1578-4c40-aa7e-2bfe8e46448d,12341001,45671319,LOAN,4,1573,1,85,133000
1585,1a3f72d0-c31b-4683-85c7-5e240dd80c50,12341187,45671156,LOAN,8,2028,3,15,369900
1586,18bd088d-62bc-4993-ba37-30b9c9c80dfb,12341008,45671871,LOAN,6,838,1,102,130000
1587,2f90ecfe-cd63-4eb9-8146-674686e28fda,12341186,45671252,LOAN,5,860,2,38,137000
1588,e2d019c1-f495-4f39-b391-6c3c347489e3,12341024,45671912,LOAN,5,1473,1,52,143000
1589,d715ad8c-4968-4d1a-847e-8191c1065941,12341187,45671461,LOAN,5,935,1,90,79500
1590,f36c0a24-ed33-461a-bafb-136ea01e461f,12341210,45671414,LOAN,7,1582,2,16,185900
1591,b2979a74-2c24-4428-a489-0c4909fc8de7,12341160,45671557,LOAN,10,2296,3,12,451950
1592,d2c0f811-7571-4a0e-9a43-28945422b005,12341194,45671012,LOAN,5,816,2,38,138000
1593,bcb82b37-fdb0-4565-ab9a-f25e320e14c7,12341030,45671590,LOAN,6,848,2,17,140000
1594,a3c52fca-4c81-46a2-ae1e-c3284661855b,12341132,45671260,LOAN,5,924,1,45,110000
1595,61aa240f-15c8-4fac-827f-5447708f88b7,12341044,45671078,LOAN,8,1826,3,15,319000
1596,4589bc8d-74fa-4afb-a659-ce73989412f5,12341017,45671083,LOAN,6,1368,1,110,114504
1597,9d5ecdb9-dd63-434d-bf02-7ed58de20999,12341143,45671717,LOAN,7,1402,3,14,194201
1598,0ffd505e-d38a-4e6d-87ae-87aafd64a13c,12341136,45671082,LOAN,5,1647,2,43,217500
1599,641c825f-9876-4c17-93b7-2d89bc5d66df,12341023,45671567,LOAN,6,1556,2,40,151000
1600,30348138-83ba-4f0f-8e96-f281bb09cbaf,12341073,45671189,LOAN,8,1904,2,15,275000
1601,39ee0a4c-ef7b-4ee0-8d5a-47bc12561326,12341242,45671675,LOAN,6,1375,1,83,141000
1602,d7378bfa-ed3f-4048-9973-9a214265d84b,12341174,45671011,LOAN,8,1915,2,28,220000
1603,ced58bb8-eeaa-42be-a484-6eeee203886b,12341130,45671585,LOAN,7,1200,2,16,151000
1604,a97ef9e1-c150-4214-af21-f94ae1dbe12e,12341212,45671970,LOAN,7,1494,2,18,221000
1605,b50123f6-0e9d-482d-8902-3766020d36b8,12341005,45671039,LOAN,7,1986,2,55,205000
1606,556ce3b6-dd1d-409c-851e-1ec1bdbba298,12341099,45671933,LOAN,5,1040,2,24,152000
1607,a0278c79-6128-4a3e-8f01-4fc9adc91c3c,12341247,45671932,LOAN,5,2008,1,72,225000
1608,d0b01472-322b-4a27-a7d1-9602648bd1e0,12341073,45671383,LOAN,8,3194,2,86,359100
1609,96347ff1-aa9e-49fa-b530-6d9a88715928,12341047,45671175,LOAN,4,1029,1,59,118500
1610,743dd11e-d868-4096-bd65-119e6926742d,12341169,45671606,LOAN,9,2153,3,20,313000
1611,a71f7a7a-b26b-4f67-a30e-4dd187012a7c,12341065,45671863,LOAN,6,1032,2,42,148000
1612,268dfbf6-4e00-4bc7-bd7f-0cc5abefa55c,12341012,45671463,LOAN,8,1872,2,19,261500
1613,bb209d5a-a50d-4896-8227-35291582b8a5,12341075,45671071,LOAN,5,1120,0,13,147000
1614,3956c997-94a8-412c-afea-d3b7791738cf,12341171,45671714,LOAN,4,630,0,48,75500
1615,d73d518f-2523-45cd-9c59-a0ca8ba7c194,12341027,45671512,LOAN,6,1054,2,57,137500
1616,1bad9ad7-7128-4531-99da-92205217b9c1,12341071,45671519,LOAN,6,1509,2,18,183200
1617,03d40ecf-2b9b-43af-baec-7ce622b30191,12341187,45671393,LOAN,6,832,2,66,105500
1618,9c21f6f7-85a6-49d3-893c-de0bf390e0ab,12341245,45671941,LOAN,9,1828,3,13,314813
1619,da789e5c-deee-48ca-b423-4dd937334315,12341221,45671187,LOAN,8,2262,3,17,305000
1620,1322f268-88bf-475f-bcae-94592a22e826,12341073,45671305,LOAN,3,864,0,106,67000
1621,6aa7c33d-55b2-4ef0-8950-c1dae6312b9a,12341106,45671199,LOAN,6,2614,2,46,240000
1622,0968bd27-3022-4e65-b11c-67977d244911,12341054,45671081,LOAN,5,980,2,43,135000
1623,349935a2-b76c-423e-b873-3705e98cd16d,12341233,45671917,LOAN,6,1512,2,20,168500
1624,ba045be7-d77d-4cf0-978f-4410255eda87,12341082,45671041,LOAN,6,1790,2,48,165150
1625,e98b85b5-5acd-4ce2-aa89-16219ab5cec3,12341194,45671493,LOAN,6,1116,2,58,160000
1626,4f2d135b-80c7-4a73-9eb6-8bd69c99300d,12341235,45671937,LOAN,5,1422,1,60,139900
1627,e4647f10-f1c1-4c53-9692-ecfb42453251,12341095,45671125,LOAN,6,1520,1,65,153000
1628,67d415a7-3a6f-4212-9c6d-61ebb9ce434f,12341121,45671440,LOAN,5,2080,2,51,135000
1629,99572b43-c274-4b0c-8202-ebd03b7d1ebc,12341198,45671580,LOAN,6,1350,2,56,168500
1630,2fd255e3-266b-4736-a7a4-30de277b3a9a,12341142,45671473,LOAN,5,1750,1,140,124000
1631,60ce1567-91b4-4061-bfbf-2524f8218109,12341119,45671771,LOAN,8,1554,2,14,209500
1632,43cdb9f9-d005-40ee-bf1c-df8dbf333bee,12341074,45671715,LOAN,7,1411,2,43,82500
1633,e8b6c326-291f-4d8d-88ac-20decffd70fc,12341061,45671349,LOAN,5,1056,1,66,139400
1634,78b16e50-51d7-4b6f-8a72-57e3bc3f1a3b,12341121,45671384,LOAN,6,1056,2,40,144000
1635,0574a01d-87dd-4750-8773-7a312aa56284,12341102,45671662,LOAN,6,3395,0,106,200000
1636,75744e75-d5ab-49fe-ba6a-1c6c4dd3f20c,12341132,45671863,LOAN,2,800,0,84,60000
1637,e916c3fe-6588-4a6a-ac64-4017e53785c5,12341044,45671977,LOAN,5,1387,1,66,93000
1638,78341d39-7454-49de-8d7b-d0d270e5834f,12341057,45671058,LOAN,5,796,0,110,85000
1639,f8c5c7b2-d6f7-4e82-9c0f-946f075a1c7f,12341232,45671827,LOAN,8,1567,3,14,264561
1640,8a37693a-7e5e-40d0-87a8-09079c2113c0,12341181,45671397,LOAN,8,1518,2,17,274000
1641,371b6543-b508-4916-b270-18a919f6c8ee,12341060,45671753,LOAN,7,1929,2,19,226000
1642,83337b11-adab-40fa-9256-ff79672036bf,12341223,45671244,LOAN,8,2704,2,48,345000
1643,4c904739-e769-4734-9a00-2703c012a7af,12341116,45671269,LOAN,5,1620,2,51,152000
1644,078384fd-97ab-4b7c-8383-3378715058cc,12341121,45671820,LOAN,9,1766,3,11,370878
1645,af154485-8478-4795-9532-9367b933f485,12341193,45671296,LOAN,6,981,2,49,143250
1646,75b8a144-630a-44a4-bf43-f064f15f6b3e,12341125,45671797,LOAN,5,1048,2,70,98300
1647,70e1e481-200d-4f84-94af-fbf3233a6177,12341191,45671273,LOAN,6,1094,2,67,155000
1648,5ff40940-5648-4117-a87e-0e3c00727c78,12341135,45671861,LOAN,6,1839,2,54,155000
1649,8f57c82e-a014-4b7a-a41e-03ccf63f78f3,12341047,45671061,LOAN,4,630,0,50,84500
1650,71d33298-d6f3-4a3e-b41b-167b6e83b105,12341080,45671603,LOAN,7,1665,2,13,205950
1651,121b108f-2fa5-4ca7-b8f9-993be68bef48,12341167,45671565,LOAN,4,1510,1,80,108000
1652,674a1bc5-55f2-4fbd-9660-ca42378b3312,12341001,45671562,LOAN,7,1716,2,24,191000
1653,8dbd4794-5f30-427b-aa63-28989eaa30f2,12341137,45671395,LOAN,6,1469,1,114,135000
1654,2aaaecbd-fce6-470b-83ac-9f721c4dc993,12341094,45671296,LOAN,8,2113,3,25,350000
1655,2d51a389-87b6-4896-bacd-12d16a84a5d1,12341216,45671608,LOAN,6,1092,1,49,88000
1656,20ea47e0-d1f5-4cfc-b5a4-e66420a101c5,12341023,45671134,LOAN,5,1053,1,61,145500
1657,82ea6f91-e478-4747-b1ce-557076df4890,12341119,45671157,LOAN,7,1502,1,89,149000
1658,405f51f8-aa33-47fa-a063-310a2e855a86,12341177,45671836,LOAN,6,1458,1,72,97500
1659,ef4f5c19-34ce-4c12-8088-02be3c301d25,12341031,45671446,LOAN,5,1486,2,56,167000
1660,4b7903b5-5ed3-4d15-8ec9-8ed88d6e0f4e,12341043,45671612,LOAN,7,1935,2,44,197900
1661,d4a284e9-784d-4a84-9c60-0ac67f5d6cdc,12341138,45671032,LOAN,8,2448,3,26,402000
1662,eccfe63a-5112-41fc-bf54-3072f446e0af,12341220,45671422,LOAN,6,1392,2,52,110000
1663,404e721f-657d-4c58-aec6-88f7c67dc3ef,12341042,45671323,LOAN,4,1181,2,48,137500
1664,5304b3c4-15b7-45ab-9683-935f6774cbc1,12341134,45671591,LOAN,8,2097,3,15,423000
1665,5b3298bf-2403-49d3-ae5c-6171923bae73,12341136,45671075,LOAN,8,1936,2,20,230500
1666,db6809ce-8b1b-49a3-bf74-b2c89455a36f,12341143,45671060,LOAN,6,2380,2,55,129000
1667,c8a8d258-cc32-4be5-8bad-3b97b3e50689,12341185,45671787,LOAN,6,1679,2,26,193500
1668,ad0d1d3e-30a4-44b3-8ddb-2d0b787d2feb,12341048,45671055,LOAN,5,1437,2,64,168000
1669,8f02d3cd-c196-4b35-9bdb-dd365cef31d2,12341201,45671472,LOAN,4,1180,1,98,137500
1670,16152fb5-3163-43a3-8118-fe1988cee585,12341125,45671103,LOAN,6,1476,2,15,173500
1671,a87500b5-63fc-42d2-9af6-bca8f72e87d4,12341057,45671540,LOAN,6,1369,1,95,103600
1672,0eb1e886-1b1e-498c-ae8d-784dba1d417c,12341134,45671981,LOAN,6,1208,2,43,165000
1673,0dfad15c-4011-4ddf-8f81-f26b2c7f9d28,12341154,45671336,LOAN,6,1839,2,63,257500
1674,8a7e5e8a-4819-4285-985e-a26a6b5d1725,12341146,45671169,LOAN,6,1136,1,55,140000
1675,a5af64f3-bf0c-460b-a764-a0282df56d65,12341038,45671226,LOAN,6,1441,2,42,148500
1676,a2e50367-04ff-472e-b8ef-0e0baa8c266c,12341248,45671971,LOAN,4,1774,3,120,87000
1677,24c11409-5a86-42d6-bd65-1f08e6564c3f,12341187,45671357,LOAN,5,792,1,96,109500
1678,6f143077-6824-422b-882c-83d0cdccf1a5,12341054,45671017,LOAN,8,2046,3,12,372500
1679,364836c6-42c1-45a0-be37-31786625fd68,12341099,45671829,LOAN,5,988,2,59,128500
1680,7fb1e2c6-0e67-4ed4-807a-33ff24215cdc,12341138,45671630,LOAN,6,923,1,40,143000
1681,4197add0-0e33-445f-9375-c90bd3108b56,12341029,45671463,LOAN,5,1520,1,88,159434
1682,37cbaddb-fdd1-41f5-baa2-04a62e06ff48,12341161,45671978,LOAN,6,1291,2,24,173000
1683,cd12d547-ea80-4ce1-b996-bf86eced4938,12341014,45671787,LOAN,9,1668,3,18,285000
1684,9da57f72-6d92-44f4-8107-0d0ab3969243,12341114,45671025,LOAN,7,1839,2,22,221000
1685,cdaaeea3-7f6b-41de-b8a9-f90ef82f0ad1,12341044,45671030,LOAN,7,2090,2,36,207500
1686,a998cf9b-cec0-4957-ab6f-9fda50b32e07,12341079,45671745,LOAN,7,1761,2,13,227875
1687,884e8b01-70b8-476c-aa31-7fb8f2adaebf,12341217,45671441,LOAN,7,1102,2,16,148800
1688,818a6389-e2c6-4242-9061-d0a1984cbc6a,12341197,45671718,LOAN,8,1419,2,13,392000
1689,95fb2b93-539a-458e-a78a-800439584065,12341010,45671045,LOAN,6,1362,2,15,194700
1690,88e91574-87f5-4013-86d5-044400f37d28,12341019,45671063,LOAN,6,848,2,16,141000
1691,2990c3e4-7e0c-48a3-8a7e-1150bc163a65,12341244,45671794,LOAN,10,4316,3,26,755000
1692,025b7418-ecc5-4f94-b0ab-701546d68732,12341125,45671512,LOAN,7,2519,2,31,335000
1693,8e858bdf-f8a0-4c05-861c-bf6f59343527,12341106,45671134,LOAN,5,1073,1,99,108480
1694,f2b31de6-ae8c-4fe4-a8ac-e6da36e0a3a4,12341134,45671148,LOAN,5,1539,2,84,141500
1695,7561d86c-25ca-46cb-a099-81b759abd903,12341203,45671194,LOAN,6,1137,2,33,176000
1696,47f515d9-61a2-4cd9-96c8-40c5ef1cdbb6,12341244,45671602,LOAN,5,616,1,99,89000
1697,749a569b-6149-4fc4-a7bf-ddf31b5994fc,12341116,45671415,LOAN,5,1148,1,68,123500
1698,53e92260-86a2-4563-af7c-4e6a0fad1f14,12341041,45671317,LOAN,5,894,1,55,138500
1699,68bbac9e-252e-400c-8ff0-160ac404d214,12341211,45671363,LOAN,7,1391,2,16,196000
1700,d633e223-e6ef-4714-a1f6-8ea3d9f8be89,12341098,45671862,LOAN,8,1800,3,18,312500
1701,ee7866ca-b3bf-45fd-b233-cc989fc8a602,12341192,45671331,LOAN,7,1164,2,51,140000
1702,3d34a22a-3ef1-4cc5-97a0-8eab9631f541,12341145,45671864,LOAN,8,2576,3,14,361919
1703,d759bc24-8558-4be1-8211-526b933e436c,12341108,45671741,LOAN,5,1812,2,120,140000
1704,8ac3cabe-cdb0-43b0-8854-d4996fee0086,12341070,45671954,LOAN,7,1484,2,16,213000
1705,f9389513-bacc-4aae-a5f2-f65d9a6e833e,12341110,45671495,LOAN,4,1092,0,90,55000
1706,0526c654-33b7-4843-b5a2-a62162647b73,12341216,45671018,LOAN,7,1824,2,49,302000
1707,9180b0f2-142e-4152-8bc5-686dbefe142e,12341249,45671980,LOAN,8,1324,2,14,254000
1708,95048037-5c2d-48d6-8ea1-feadc691c87f,12341191,45671786,LOAN,7,1456,2,13,179540
1709,18e3617f-254a-4321-a438-3afc64e61686,12341239,45671854,LOAN,5,904,1,54,109900
1710,6728a631-77fb-43e1-8de8-fe90961cb872,12341235,45671247,LOAN,3,729,0,85,52000
1711,1b531ab9-020f-48e2-b1f6-2c3ae4305380,12341102,45671760,LOAN,4,1178,1,120,102776
1712,1e2f76e9-6654-4ef8-92f3-7d84475b4810,12341152,45671374,LOAN,8,1228,2,32,189000
1713,e761f27a-4353-43bb-9f79-187303656a43,12341017,45671422,LOAN,4,960,2,50,129000
1714,ee36ddc0-7f6b-445a-a9ff-b9046a0cdfba,12341194,45671726,LOAN,6,1479,2,44,130500
1715,db174587-478e-4495-b739-c7f7f965df1d,12341018,45671864,LOAN,6,1350,2,46,165000
1716,30cc2f46-6564-4b35-ae0a-0e83bdc9580a,12341101,45671119,LOAN,7,2554,2,130,159500
1717,1692ed94-0df2-4b6c-a3a1-279f7e50efe1,12341142,45671648,LOAN,5,1178,2,47,157000
1718,da699e8e-7370-4cb0-8723-118d2b97fcd0,12341158,45671264,LOAN,7,2418,3,27,341000
1719,ca055426-fb34-482d-94b6-66fcd9d5230f,12341086,45671897,LOAN,5,971,1,51,128500
1720,dda75bcb-4e32-4ba4-b64d-ac022fe35638,12341192,45671885,LOAN,8,1742,2,35,275000
1721,6fc90898-4805-4777-8003-78ced0d2b5ea,12341142,45671969,LOAN,6,848,2,16,143000
1722,eabbbb12-002d-4ed4-80e4-863d7d2e2cba,12341038,45671738,LOAN,4,864,2,50,124500
1723,0bc4e1d0-fc8c-4ca8-ace5-36ea989a2d2f,12341025,45671844,LOAN,4,1470,1,66,135000
1724,f2c5557e-825b-4911-9063-1f39721b4834,12341040,45671862,LOAN,9,1698,3,13,320000
1725,40c288b2-894b-421d-9d24-16accf9d51b5,12341141,45671985,LOAN,4,864,2,50,120500
1726,cf646458-1be7-43f6-a730-e10372e1e2ae,12341030,45671215,LOAN,6,1680,2,32,222000
1727,2b912ebc-d7e4-4ee4-975b-f2a157209f8c,12341151,45671517,LOAN,7,1232,2,13,194500
1728,8ad22c66-3724-467a-ae80-e627517d7779,12341208,45671365,LOAN,5,1776,3,62,110000
1729,5578b0c6-a773-4c58-8cd3-1414fa0dd35f,12341230,45671938,LOAN,4,1208,2,95,103000
1730,7b3eea70-79e3-4fd4-83d4-bed69565491e,12341054,45671721,LOAN,8,1616,2,25,236500
1731,63210594-47a6-4863-ba54-9705c5a45fcf,12341146,45671853,LOAN,7,1146,2,17,187500
1732,010288d7-88a5-45b6-a46a-1ba318bd1480,12341217,45671965,LOAN,7,2031,2,22,222500
1733,f9512889-0a4a-4285-a20d-f58e9e446324,12341195,45671360,LOAN,5,1144,1,59,131400
1734,a4e1c952-54b6-4ba8-9f5c-f9765a668c05,12341064,45671207,LOAN,5,948,1,52,108000
1735,70fa79f5-dc61-4850-a22f-0a03af06a9d4,12341151,45671945,LOAN,7,1768,2,106,163000
1736,35078d42-fe82-424d-876b-a54eced21b7c,12341181,45671109,LOAN,3,1040,2,70,93500
1737,8aa3566a-6031-44a4-90e4-c00c9863f4e9,12341070,45671209,LOAN,8,1801,3,15,239900
1738,e9eaf199-0883-4b31-984d-cf8b826b91ef,12341183,45671383,LOAN,5,1200,0,33,179000
1739,8b9bfce3-6206-4588-8428-a8e508e5653e,12341036,45671440,LOAN,7,1728,2,16,190000
1740,67de0149-0134-461b-a2b3-626272967ddc,12341162,45671356,LOAN,5,1432,2,110,132000
1741,c75547c0-de76-4b72-ab89-9649bf61671a,12341194,45671554,LOAN,6,912,1,59,142000
1742,943b964a-3240-4a0e-97ce-1385238e02a3,12341239,45671708,LOAN,7,1349,2,20,179000
1743,fdb2b8ac-b335-4e91-ae19-68d3d8d74507,12341211,45671376,LOAN,5,1464,2,57,175000
1744,bbe15c76-3814-4282-aa17-b4a47bb77d7b,12341168,45671823,LOAN,8,1337,2,27,180000
1745,fd3ecfa0-e7ef-4135-8e6a-18a00947fe35,12341003,45671925,LOAN,8,2715,2,44,299800
1746,04b0e87c-28b9-4263-8b3b-ef8aebd3f2d4,12341032,45671393,LOAN,7,2256,2,20,236000
1747,e5b31f6e-5883-4fdb-b51c-6edee6772e0c,12341105,45671008,LOAN,7,2640,4,140,265979
1748,6b5c52bc-f526-4890-a50b-e8b5a075b4a9,12341064,45671882,LOAN,7,1720,2,24,260400
1749,d298394a-d769-47fe-9f53-28b8d2d29533,12341210,45671473,LOAN,4,1529,1,75,98000
1750,7f18da54-6682-4726-8038-07285058f9fd,12341228,45671652,LOAN,4,1140,0,110,96500
1751,ee41d5e3-342c-4675-ba7b-fd9a28d8e48f,12341028,45671253,LOAN,7,1320,2,17,162000
1752,9333358f-d0bd-464b-83f8-1f207b0ade33,12341183,45671112,LOAN,6,1494,2,23,217000
1753,ba6ac5ad-c2de-4d54-88e4-411cb6910fb7,12341047,45671221,LOAN,8,2098,3,15,275500
1754,607aa689-37b7-4e5c-af3e-80496bf97a30,12341137,45671056,LOAN,6,1026,2,51,156000
1755,466ec21d-9bd0-48d1-b2e5-2e482c46ce3a,12341136,45671466,LOAN,6,1471,2,21,172500
1756,a56f6452-57ac-46da-b87f-75c2b35a0cb4,12341089,45671951,LOAN,8,1768,2,13,212000
1757,3a5e43b0-51cc-4ae0-a5c0-7180f296c0f4,12341132,45671873,LOAN,6,1386,2,42,158900
1758,3a1a30dc-1c96-4046-8b56-f53b2665822c,12341052,45671535,LOAN,7,1501,2,21,179400
1759,bd25ba46-783c-4d23-90a0-8e0d846ccbf0,12341124,45671373,LOAN,8,2531,3,25,290000
